id;sentence;type;subject;direction;object;issue;alt_issue;source;prompttype;match_det;match_dir;match_sub;match_ob;match_issue;match_whole;issue_problems;cs_id
4;Even if everything is exploding around him, he has a plan and knows the direction we’re going in,” they added.;actor-actor;UK Government;support;Prime Minister Rishi Sunak;NA;NA;llm;baseline;;;;;;;;
4;Even if everything is exploding around him, he has a plan and knows the direction we’re going in,” they added.;actor-actor;Government;support;Conservative Party;NA;NA;llm;shortened;;;;;;;;
4;Even if everything is exploding around him, he has a plan and knows the direction we’re going in,” they added.;actor-actor;Government sources;support;Prime Minister;direction we’re going in;NA;llm;fewshot;;;;;;;;
58;"Labour's Green Prosperity Plan (will) create 650,000 good jobs, cut bills by £300 on average and deliver real energy security,"" the party stated.";actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
58;"Labour's Green Prosperity Plan (will) create 650,000 good jobs, cut bills by £300 on average and deliver real energy security,"" the party stated.";actor-issue;Labour;support;NA;promoting green jobs;NA;true;shortened;;;;;;;;
58;"Labour's Green Prosperity Plan (will) create 650,000 good jobs, cut bills by £300 on average and deliver real energy security,"" the party stated.";actor-issue;Labour;support;NA;ensuring a stable energy supply;for energy independency;true;shortened;;;;;;;;
5;Miliband spoke as world leaders have been meeting in Belém, Brazil, before the crucial Cop30 conference begins on Monday, at which governments of every stripe will attempt to forge a pathway that limits global temperatures and avoids the ravages of climate breakdown.;NA;Miliband;NA;NA;NA;NA;llm;baseline;;;;;;;;
5;Miliband spoke as world leaders have been meeting in Belém, Brazil, before the crucial Cop30 conference begins on Monday, at which governments of every stripe will attempt to forge a pathway that limits global temperatures and avoids the ravages of climate breakdown.;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
5;Miliband spoke as world leaders have been meeting in Belém, Brazil, before the crucial Cop30 conference begins on Monday, at which governments of every stripe will attempt to forge a pathway that limits global temperatures and avoids the ravages of climate breakdown.;actor_issue;governments;support;NA;limiting global temperatures (climate change mitigation);NA;llm;fewshot;;;;;;;;
58;"Labour's Green Prosperity Plan (will) create 650,000 good jobs, cut bills by £300 on average and deliver real energy security,"" the party stated.";actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
58;"Labour's Green Prosperity Plan (will) create 650,000 good jobs, cut bills by £300 on average and deliver real energy security,"" the party stated.";actor-issue;Labour;support;NA;promoting green jobs;NA;true;fewshot;;;;;;;;
58;"Labour's Green Prosperity Plan (will) create 650,000 good jobs, cut bills by £300 on average and deliver real energy security,"" the party stated.";actor-issue;Labour;support;NA;ensuring a stable energy supply;for energy independency;true;fewshot;;;;;;;;
9;However, there have been concerns about the increased risk of fires from the appliances;NA;;NA;NA;NA;NA;llm;baseline;;;;;;;;
59;He also pointed out the positive story of the green energy revolution in Africa, noting that Kenya already gets 93% of its electricity from clean energy and was a vital source of critical minerals needed for wind turbines, solar panels and batteries;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
9;However, there have been concerns about the increased risk of fires from the appliances;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
59;He also pointed out the positive story of the green energy revolution in Africa, noting that Kenya already gets 93% of its electricity from clean energy and was a vital source of critical minerals needed for wind turbines, solar panels and batteries;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
9;However, there have been concerns about the increased risk of fires from the appliances;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
59;He also pointed out the positive story of the green energy revolution in Africa, noting that Kenya already gets 93% of its electricity from clean energy and was a vital source of critical minerals needed for wind turbines, solar panels and batteries;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
14;Another piece of the jigsaw is pure hydrogen pipelines, ensuring that production plants aren't reliant on customers next door and can supply a network of businesses;NA;NA;NA;NA;NA;NA;llm;baseline;;;;;;;;
60;"Richard Tice, the party's deputy leader, said the move was part of Miliband's ""fanatical net-zero crusade"" that would pile ""even more pain on to households that have already been stung by energy bills soaring by hundreds of pounds"".";actor-actor;Reform UK;opposition;Labour;"reaching carbon neutrality/""net zero""";NA;true;baseline;;;;;;;;
14;Another piece of the jigsaw is pure hydrogen pipelines, ensuring that production plants aren't reliant on customers next door and can supply a network of businesses;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
60;"Richard Tice, the party's deputy leader, said the move was part of Miliband's ""fanatical net-zero crusade"" that would pile ""even more pain on to households that have already been stung by energy bills soaring by hundreds of pounds"".";actor-actor;Reform UK;opposition;Labour;"reaching carbon neutrality/""net zero""";NA;true;shortened;;;;;;;;
14;Another piece of the jigsaw is pure hydrogen pipelines, ensuring that production plants aren't reliant on customers next door and can supply a network of businesses;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
60;"Richard Tice, the party's deputy leader, said the move was part of Miliband's ""fanatical net-zero crusade"" that would pile ""even more pain on to households that have already been stung by energy bills soaring by hundreds of pounds"".";actor-actor;Reform UK;opposition;Labour;"reaching carbon neutrality/""net zero""";NA;true;fewshot;;;;;;;;
15;"The projects falling away right now aren't really that big a concern.""";NA;;NA;NA;NA;NA;llm;baseline;;;;;;;;
61;"Another industry source said the government wanted energy suppliers to help ministers ""take the credit for the cut in bills"", adding: ""They made it clear that, when we communicated to our customers about the April price drop we [should] say that it is because of the wonderful government""";actor-actor;Energy sector;opposition;Labour;lowering energy costs;NA;true;baseline;;;;;;;;
15;"The projects falling away right now aren't really that big a concern.""";actor_issue;Conservative Party;opposition;NA;hydrogen projects;NA;llm;shortened;;;;;;;;
61;"Another industry source said the government wanted energy suppliers to help ministers ""take the credit for the cut in bills"", adding: ""They made it clear that, when we communicated to our customers about the April price drop we [should] say that it is because of the wonderful government""";actor-actor;Energy sector;opposition;Labour;lowering energy costs;NA;true;shortened;;;;;;;;
15;"The projects falling away right now aren't really that big a concern.""";NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
61;"Another industry source said the government wanted energy suppliers to help ministers ""take the credit for the cut in bills"", adding: ""They made it clear that, when we communicated to our customers about the April price drop we [should] say that it is because of the wonderful government""";actor-actor;Energy sector;opposition;Labour;lowering energy costs;NA;true;fewshot;;;;;;;;
16;"These are the people that can least afford solar panels, probably.""";actor_issue;people that can least afford solar panels;ambivalent;NA;least afford solar panels;NA;llm;baseline;;;;;;;;
62;Today that target looks dead in the water, amid slow progress and setbacks that culminated this month in BP scrapping Britain's biggest clean hydrogen project;actor-issue;BP Plc / British Petrolium;support;NA;opposition to hydrogen-based energy;NA;true;baseline;;;;;;;;
16;"These are the people that can least afford solar panels, probably.""";NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
62;Today that target looks dead in the water, amid slow progress and setbacks that culminated this month in BP scrapping Britain's biggest clean hydrogen project;actor-issue;BP Plc / British Petrolium;support;NA;opposition to hydrogen-based energy;NA;true;shortened;;;;;;;;
17;Hydrogen is seen as a superfuel because it doesn't give off harmful emissions when burnt;NA;NA;NA;NA;NA;NA;llm;baseline;;;;;;;;
62;Today that target looks dead in the water, amid slow progress and setbacks that culminated this month in BP scrapping Britain's biggest clean hydrogen project;actor-issue;BP Plc / British Petrolium;support;NA;opposition to hydrogen-based energy;NA;true;fewshot;;;;;;;;
17;Hydrogen is seen as a superfuel because it doesn't give off harmful emissions when burnt;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
63;Hundreds of thousands of homeowners will lose their right to subsidies for eco-friendly heat pumps as a result of government plans to bring down energy bills at the budget.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
63;Hundreds of thousands of homeowners will lose their right to subsidies for eco-friendly heat pumps as a result of government plans to bring down energy bills at the budget.;actor-issue;Labour;opposition;NA;support for heat pumps;NA;true;baseline;;;;;;;;
17;Hydrogen is seen as a superfuel because it doesn't give off harmful emissions when burnt;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
63;Hundreds of thousands of homeowners will lose their right to subsidies for eco-friendly heat pumps as a result of government plans to bring down energy bills at the budget.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
63;Hundreds of thousands of homeowners will lose their right to subsidies for eco-friendly heat pumps as a result of government plans to bring down energy bills at the budget.;actor-issue;Labour;opposition;NA;support for heat pumps;NA;true;shortened;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor-actor;Labour Party;opposition;Labour Party;reducing energy bills;NA;llm;baseline;;;;;;;;
63;Hundreds of thousands of homeowners will lose their right to subsidies for eco-friendly heat pumps as a result of government plans to bring down energy bills at the budget.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
63;Hundreds of thousands of homeowners will lose their right to subsidies for eco-friendly heat pumps as a result of government plans to bring down energy bills at the budget.;actor-issue;Labour;opposition;NA;support for heat pumps;NA;true;fewshot;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor-actor;Labour Party;opposition;Reform UK;reducing energy bills;NA;llm;baseline;;;;;;;;
64;"She said countries were shifting to clean energy faster than implied by their climate targets, some of which she said had been less ambitious than planned because of ""the bullying we see from Washington""";NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor_issue;Labour Party;support;NA;tax rises;NA;llm;baseline;;;;;;;;
64;"She said countries were shifting to clean energy faster than implied by their climate targets, some of which she said had been less ambitious than planned because of ""the bullying we see from Washington""";NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor_issue;Labour Party;support;NA;energy bills;NA;llm;shortened;;;;;;;;
64;"She said countries were shifting to clean energy faster than implied by their climate targets, some of which she said had been less ambitious than planned because of ""the bullying we see from Washington""";NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor-actor;Labour Party;opposition;Reform UK;energy bills;NA;llm;shortened;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor_issue;Labour Party;support;NA;tax rises;NA;llm;shortened;;;;;;;;
65;Almost 250,000 rooftop solar installations were carried out, meaning 1.6 million homes - or about 1 in 20 households - now have the technology.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor-actor;Labour Party;opposition;Labour Party;energy bills;NA;llm;fewshot;;;;;;;;
65;Almost 250,000 rooftop solar installations were carried out, meaning 1.6 million homes - or about 1 in 20 households - now have the technology.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor-actor;Labour Party;opposition;Reform UK;energy bills;NA;llm;fewshot;;;;;;;;
65;Almost 250,000 rooftop solar installations were carried out, meaning 1.6 million homes - or about 1 in 20 households - now have the technology.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor_issue;Labour Party;opposition;NA;tax rises;NA;llm;fewshot;;;;;;;;
66;"During the most recent call, on Thursday last week, staff at the Department for Energy Security and Net Zero implored companies to help ministers ""take the credit for the cut in bills"".";actor-issue;Department for Energy Security and Net Zero;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
23;The findings were mirrored in analysis for The Times carried out last month, which found households will still be paying more for energy by the end of the decade than they were when Labour came to power last year.;actor_issue;The Times;ambivalent;NA;households will still be paying more for energy;NA;llm;baseline;;;;;;;;
66;"During the most recent call, on Thursday last week, staff at the Department for Energy Security and Net Zero implored companies to help ministers ""take the credit for the cut in bills"".";actor-issue;Department for Energy Security and Net Zero;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
23;The findings were mirrored in analysis for The Times carried out last month, which found households will still be paying more for energy by the end of the decade than they were when Labour came to power last year.;actor_issue;The Times;ambivalent;NA;energy prices;NA;llm;shortened;;;;;;;;
66;"During the most recent call, on Thursday last week, staff at the Department for Energy Security and Net Zero implored companies to help ministers ""take the credit for the cut in bills"".";actor-issue;Department for Energy Security and Net Zero;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
23;The findings were mirrored in analysis for The Times carried out last month, which found households will still be paying more for energy by the end of the decade than they were when Labour came to power last year.;actor_issue;The Times;ambivalent;NA;higher household energy bills / increase in energy prices by the end of the decade;NA;llm;fewshot;;;;;;;;
67;The Cop30 negotiations will carry on for two weeks, discussing how to “transition away from fossil fuels”, protect global forests and raise the money needed to rescue poor countries from catastrophe;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
25;The problem of the last 14 years is that political expediency always came above the national interest;NA;;NA;NA;NA;NA;llm;baseline;;;;;;;;
67;The Cop30 negotiations will carry on for two weeks, discussing how to “transition away from fossil fuels”, protect global forests and raise the money needed to rescue poor countries from catastrophe;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
25;The problem of the last 14 years is that political expediency always came above the national interest;actor_issue;Labour Party;opposition;NA;political expediency;NA;llm;shortened;;;;;;;;
67;The Cop30 negotiations will carry on for two weeks, discussing how to “transition away from fossil fuels”, protect global forests and raise the money needed to rescue poor countries from catastrophe;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
25;The problem of the last 14 years is that political expediency always came above the national interest;actor_issue;Rachel Reeves;opposition;NA;political expediency overriding the national interest;NA;llm;fewshot;;;;;;;;
68;"A book published on November 5 by Lord Stern of Brentford, a renowned economist who produced a climate report for Gordon Brown, said action on climate change was not an obstacle to prosperity but ""the only really sensible way of driving growth""";actor-issue;Experts or scientists (unaffiliated);support;NA;fighting climate change;NA;true;baseline;;;;;;;;
68;"A book published on November 5 by Lord Stern of Brentford, a renowned economist who produced a climate report for Gordon Brown, said action on climate change was not an obstacle to prosperity but ""the only really sensible way of driving growth""";actor-issue;Experts or scientists (unaffiliated);support;NA;fighting climate change;NA;true;shortened;;;;;;;;
26;As I am here, scores of people are being searched for after being buried under a landslide;actor_issue;Kenya's Deputy President;ambivalent;NA;landslide disaster;NA;llm;baseline;;;;;;;;
68;"A book published on November 5 by Lord Stern of Brentford, a renowned economist who produced a climate report for Gordon Brown, said action on climate change was not an obstacle to prosperity but ""the only really sensible way of driving growth""";actor-issue;Experts or scientists (unaffiliated);support;NA;fighting climate change;NA;true;fewshot;;;;;;;;
26;As I am here, scores of people are being searched for after being buried under a landslide;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
69;The sector] needs certainty and security now if any meaningful progress on tackling fuel poverty and driving down home heating bills is going to be made in this parliament,” she added.;actor-issue;Energy Efficiency Infrastructure Group;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
26;As I am here, scores of people are being searched for after being buried under a landslide;actor_issue;Kenyan government;ambivalent;NA;landslide disaster;NA;llm;fewshot;;;;;;;;
69;The sector] needs certainty and security now if any meaningful progress on tackling fuel poverty and driving down home heating bills is going to be made in this parliament,” she added.;actor-issue;Energy Efficiency Infrastructure Group;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
27;The Treasury declined to comment on budget speculation, but those in the energy industry say the plans could backfire in the longer term.;actor_issue;Treasury;ambivalent;NA;budget speculation;NA;llm;baseline;;;;;;;;
69;The sector] needs certainty and security now if any meaningful progress on tackling fuel poverty and driving down home heating bills is going to be made in this parliament,” she added.;actor-issue;Energy Efficiency Infrastructure Group;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
27;The Treasury declined to comment on budget speculation, but those in the energy industry say the plans could backfire in the longer term.;actor_issue;energy industry;opposition;NA;the plans;NA;llm;baseline;;;;;;;;
70;Key to success for the meeting will be plotting a future course towards holding down global temperatures as far as possible;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
27;The Treasury declined to comment on budget speculation, but those in the energy industry say the plans could backfire in the longer term.;actor_issue;HM Treasury;ambivalent;NA;budget speculation;NA;llm;shortened;;;;;;;;
70;Key to success for the meeting will be plotting a future course towards holding down global temperatures as far as possible;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
27;The Treasury declined to comment on budget speculation, but those in the energy industry say the plans could backfire in the longer term.;actor_issue;energy industry;opposition;NA;government plans;NA;llm;shortened;;;;;;;;
70;Key to success for the meeting will be plotting a future course towards holding down global temperatures as far as possible;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
27;The Treasury declined to comment on budget speculation, but those in the energy industry say the plans could backfire in the longer term.;actor_issue;The Treasury;ambivalent;NA;budget speculation;NA;llm;fewshot;;;;;;;;
71;"The Labour government has appeared to share its predecessors' enthusiasm, describing hydrogen as ""essential to achieve the government's clean energy superpower and growth missions"".";actor-issue;Labour Party (UK);support;NA;support for hydrogen-based energy;NA;true;baseline;;;;;;;;
27;The Treasury declined to comment on budget speculation, but those in the energy industry say the plans could backfire in the longer term.;actor_issue;energy industry;opposition;NA;heat pump subsidy scheme;NA;llm;fewshot;;;;;;;;
71;"The Labour government has appeared to share its predecessors' enthusiasm, describing hydrogen as ""essential to achieve the government's clean energy superpower and growth missions"".";actor-issue;Labour Party (UK);support;NA;support for hydrogen-based energy;NA;true;shortened;;;;;;;;
29;This could allow ministers to invest huge amounts to subsidise technologies like solar power and batteries that could allow some homes to eliminate almost all electricity costs by generating and storing their own www.power.;actor_issue;UK Government;support;NA;subsidise technologies like solar power and batteries;NA;llm;baseline;;;;;;;;
71;"The Labour government has appeared to share its predecessors' enthusiasm, describing hydrogen as ""essential to achieve the government's clean energy superpower and growth missions"".";actor-issue;Labour Party (UK);support;NA;support for hydrogen-based energy;NA;true;fewshot;;;;;;;;
29;This could allow ministers to invest huge amounts to subsidise technologies like solar power and batteries that could allow some homes to eliminate almost all electricity costs by generating and storing their own www.power.;actor_issue;Government;support;NA;subsidising renewable energy technologies (solar power and batteries);NA;llm;shortened;;;;;;;;
72;The fortnight-long conference, which starts today, is effectively the deadline by which nations must present plans for cutting emissions, but is taking place in the shadow of a backlash led by President .;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
72;The fortnight-long conference, which starts today, is effectively the deadline by which nations must present plans for cutting emissions, but is taking place in the shadow of a backlash led by President .;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
72;The fortnight-long conference, which starts today, is effectively the deadline by which nations must present plans for cutting emissions, but is taking place in the shadow of a backlash led by President .;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
73;Current national plans on emissions cuts from big countries would lead to temperature rises of 2.5C above preindustrial levels, which would spell devastation and extreme weather around the world;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
29;This could allow ministers to invest huge amounts to subsidise technologies like solar power and batteries that could allow some homes to eliminate almost all electricity costs by generating and storing their own www.power.;actor-actor;Government;support;NA;solar power and battery storage (renewable energy technologies);NA;llm;fewshot;;;;;;;;
73;Current national plans on emissions cuts from big countries would lead to temperature rises of 2.5C above preindustrial levels, which would spell devastation and extreme weather around the world;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
31;About a million people are expected to have bills cut as a result of the new loan scheme;NA;;NA;NA;NA;NA;llm;baseline;;;;;;;;
73;Current national plans on emissions cuts from big countries would lead to temperature rises of 2.5C above preindustrial levels, which would spell devastation and extreme weather around the world;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
31;About a million people are expected to have bills cut as a result of the new loan scheme;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
74;"The chancellor also scrapped what she described as a ""failed scheme"" to improve the energy efficiency of poorer households, which was also funded through bills.";actor-issue;Labour Party (UK);support;NA;promoting energy efficiency;lowering levies or environmental taxes;true;baseline;;;;;;;;
31;About a million people are expected to have bills cut as a result of the new loan scheme;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
74;"The chancellor also scrapped what she described as a ""failed scheme"" to improve the energy efficiency of poorer households, which was also funded through bills.";actor-issue;Labour Party (UK);support;NA;promoting energy efficiency;lowering levies or environmental taxes;true;shortened;;;;;;;;
35;We can help the world in its the transition to clean energy,” he said.;actor_issue;he;support;NA;transition to clean energy;NA;llm;baseline;;;;;;;;
74;"The chancellor also scrapped what she described as a ""failed scheme"" to improve the energy efficiency of poorer households, which was also funded through bills.";actor-issue;Labour Party (UK);support;NA;promoting energy efficiency;lowering levies or environmental taxes;true;fewshot;;;;;;;;
35;We can help the world in its the transition to clean energy,” he said.;actor_issue;Brazilian government;support;NA;clean energy transition;NA;llm;shortened;;;;;;;;
75;Badenoch criticises Starmer for going to Cop30, claiming other leaders from 'serious' countries were staying away;actor-actor;Conservative Party;opposition;Labour;international climate agreements;NA;true;baseline;;;;;;;;
35;We can help the world in its the transition to clean energy,” he said.;actor_issue;Brazilian government;support;NA;clean energy transition;NA;llm;fewshot;;;;;;;;
36;Also, solar panels have dropped rapidly in price to about £6,000 including installation for the average house, and are now available in forms such as DIY plug-in sets and balcony panels;NA;NA;NA;NA;NA;NA;llm;baseline;;;;;;;;
75;Badenoch criticises Starmer for going to Cop30, claiming other leaders from 'serious' countries were staying away;actor-actor;Conservative Party;opposition;Labour;international climate agreements;NA;true;shortened;;;;;;;;
36;Also, solar panels have dropped rapidly in price to about £6,000 including installation for the average house, and are now available in forms such as DIY plug-in sets and balcony panels;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
36;Also, solar panels have dropped rapidly in price to about £6,000 including installation for the average house, and are now available in forms such as DIY plug-in sets and balcony panels;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
75;Badenoch criticises Starmer for going to Cop30, claiming other leaders from 'serious' countries were staying away ;actor-actor;Conservative Party;opposition;Labour;international climate agreements;NA;true;fewshot;;;;;;;;
37;Those consulted on the plans say the chancellor is particularly looking at reducing or eliminating the energy company obligation, under which energy firms help pay for home improvement measures such as insulation and new heating schemes;actor-actor;consultants;ambivalent;UK Chancellor;reducing or eliminating the energy company obligation;NA;llm;baseline;;;;;;;;
76;Reeves and the prime minister, Keir Starmer, have been looking for ways to bring energy bills down by an average of £170 a year, having promised before the election to cut them by £300;actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
76;Reeves and the prime minister, Keir Starmer, have been looking for ways to bring energy bills down by an average of £170 a year, having promised before the election to cut them by £300;actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
37;Those consulted on the plans say the chancellor is particularly looking at reducing or eliminating the energy company obligation, under which energy firms help pay for home improvement measures such as insulation and new heating schemes;actor_issue;Conservative Party;support;NA;energy company obligation;NA;llm;shortened;;;;;;;;
76;Reeves and the prime minister, Keir Starmer, have been looking for ways to bring energy bills down by an average of £170 a year, having promised before the election to cut them by £300;actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
76;Reeves and the prime minister, Keir Starmer, have been looking for ways to bring energy bills down by an average of £170 a year, having promised before the election to cut them by £300;actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
37;Those consulted on the plans say the chancellor is particularly looking at reducing or eliminating the energy company obligation, under which energy firms help pay for home improvement measures such as insulation and new heating schemes;actor_issue;consulted parties;ambivalent;NA;energy company obligation – the requirement for energy firms to fund home?improvement measures such as insulation and new heating schemes;NA;llm;fewshot;;;;;;;;
76;Reeves and the prime minister, Keir Starmer, have been looking for ways to bring energy bills down by an average of £170 a year, having promised before the election to cut them by £300;actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
76;Reeves and the prime minister, Keir Starmer, have been looking for ways to bring energy bills down by an average of £170 a year, having promised before the election to cut them by £300;actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
38;I think if we're in the late 2030s and we still haven't figured out how to make hydrogen cheaply then I'll be worried ?;NA;;NA;NA;NA;NA;llm;baseline;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-issue;Reform UK;opposition;NA;"reaching carbon neutrality / ""net zero""";NA;true;baseline;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-issue;Experts or scientists (unaffiliated;support;NA;support renewable energy developement;NA;true;baseline;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-issue;Experts or scientists (unaffiliated;support;NA;promoting green technology;NA;true;baseline;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-actor;Experts or scientists (unaffiliated;opposition;Tories;NA;NA;true;baseline;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-actor;Conservative party (Tories);support;Reform UK;"reaching carbon neutrality /""net Zero""";NA;true;baseline;;;;;;;;
38;I think if we're in the late 2030s and we still haven't figured out how to make hydrogen cheaply then I'll be worried ?;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
38;I think if we're in the late 2030s and we still haven't figured out how to make hydrogen cheaply then I'll be worried ?;actor_issue;Anonymous commentator;opposition;NA;cheap hydrogen production;NA;llm;fewshot;;;;;;;;
41;Rightwing parties were winning elections and topping polls because “people are deeply unhappy with the status quo”, he said;actor_issue;Rightwing parties;NA;NA;people are deeply unhappy with the status quo;NA;llm;baseline;;;;;;;;
41;Rightwing parties were winning elections and topping polls because “people are deeply unhappy with the status quo”, he said;actor-actor;Labour Party;opposition;Conservative Party;status quo;NA;llm;shortened;;;;;;;;
41;Rightwing parties were winning elections and topping polls because “people are deeply unhappy with the status quo”, he said;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
42;Lula da Silva, the president of host nation Brazil, said: “It took 28 climate Cops for us to commit, in Dubai, to a just, orderly and equitable energy transition”.;actor_issue;Brazil;support;NA;just, orderly and equitable energy transition;NA;llm;baseline;;;;;;;;
42;Lula da Silva, the president of host nation Brazil, said: “It took 28 climate Cops for us to commit, in Dubai, to a just, orderly and equitable energy transition;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
42;Lula da Silva, the president of host nation Brazil, said: “It took 28 climate Cops for us to commit, in Dubai, to a just, orderly and equitable energy transition”.;actor_issue;Brazil;support;NA;just, orderly and equitable energy transition;NA;llm;fewshot;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-issue;Reform UK;opposition;NA;"reaching carbon neutrality / ""net zero""";NA;true;shortened;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-issue;Experts or scientists (unaffiliated;support;NA;support renewable energy developement;NA;true;shortened;;;;;;;;
